meeting_id,department,word_count,positive_count,negative_count,sentiment_score
M_0682,Engineering,2820,116,103,3.84
M_0683,Operations,3635,207,130,4.62
M_0684,R&D,1899,70,43,5.75
M_0685,Finance,1840,100,39,7.4
M_0686,Finance,3486,132,132,3.42
M_0687,Sales,2882,170,90,5.88
M_0688,Customer Support,1109,64,41,5.09
M_0689,Engineering,2014,66,68,4.5
M_0690,Sales,2847,157,80,6.84
M_0691,HR,3253,175,43,4.71
M_0692,Marketing,1888,53,35,5.48
M_0693,Sales,150,6,5,5.35
M_0694,Engineering,2970,68,58,6.01
M_0695,Operations,1401,74,17,4.87
M_0696,Sales,684,18,21,5.38
M_0697,Finance,150,3,4,5.69
M_0698,Engineering,3232,116,59,4.35
M_0699,Marketing,2615,112,49,5.56
M_0700,Finance,2296,124,55,3.84
M_0701,Engineering,3750,221,39,4.61
M_0702,Sales,3073,115,103,6.15
M_0703,Engineering,3954,88,77,4.24
M_0704,Engineering,1246,62,44,4.71
M_0705,Data Science,2468,105,84,5.48
M_0706,Sales,1044,39,31,5.31
M_0707,Customer Support,2293,74,45,5.32
M_0708,Sales,2276,91,58,6.12
M_0709,Operations,3063,102,71,5.45
M_0710,Customer Support,2541,127,51,5.79
M_0711,Finance,3061,127,108,5.32
M_0712,Marketing,3133,172,76,6.86
M_0713,HR,4439,185,155,5.8
M_0714,Sales,2216,65,29,5.46
M_0715,R&D,1653,89,23,6.43
M_0716,Product Management,2721,115,106,5.24
M_0717,IT,1777,50,49,4.69
M_0718,Engineering,3833,172,96,5.42
M_0719,Customer Support,2245,77,57,5.5
M_0720,R&D,1990,107,32,5.74
M_0721,Engineering,2075,79,65,6.53
M_0722,Engineering,3146,154,39,6.23
M_0723,Customer Support,2358,56,64,4.95
M_0724,Finance,1922,68,52,4.26
M_0725,Product Management,3998,237,149,5.08
M_0726,Engineering,1729,90,44,5.32
M_0727,Customer Support,2532,66,35,5.23
M_0728,Sales,3087,96,83,6.38
M_0729,Engineering,1031,34,13,5.34
M_0730,Engineering,2932,134,47,5.39
M_0731,Customer Support,1550,77,16,5.49
M_0732,Operations,3240,161,82,4.56
M_0733,Marketing,1633,65,20,6.96
M_0734,HR,3123,163,75,3.64
M_0735,Product Management,3495,131,132,6.16
M_0736,HR,3275,81,103,4.9
M_0737,Customer Support,2726,116,33,5.62
M_0738,Marketing,2291,133,38,5.99
M_0739,HR,1981,102,59,5.49
M_0740,Marketing,3823,164,140,5.78
M_0741,Sales,1870,85,20,6.89
M_0742,Customer Support,1566,89,53,4.57
M_0743,Marketing,3098,115,83,6.23
M_0744,Sales,1783,59,47,4.83
M_0745,Legal,1644,97,63,4.68
M_0746,HR,1200,65,38,5.89
M_0747,Finance,2065,67,73,5.77
M_0748,Legal,2425,93,50,4.99
M_0749,Operations,2718,99,72,4.78
M_0750,Engineering,3356,87,95,5.69
M_0751,R&D,2974,173,58,4.85
M_0752,Operations,2328,84,63,6.49
M_0753,Sales,2321,127,39,6.11
M_0754,Engineering,2959,81,42,3.9
M_0755,Customer Support,3645,152,77,3.91
M_0756,Operations,2613,54,84,4.92
M_0757,Finance,2077,105,77,5.25
M_0758,Legal,1606,69,38,6.09
M_0759,Customer Support,1199,53,35,3.97
M_0760,Engineering,3099,68,40,5.12
M_0761,Sales,3020,85,112,4.67
M_0762,Sales,3019,69,81,5.25
M_0763,Customer Support,2384,75,79,5.82
M_0764,Engineering,3766,169,127,4.2
M_0765,Finance,2064,88,36,5.72
M_0766,Customer Support,3359,149,86,5.06
M_0767,Product Management,2465,103,95,5.01
M_0768,Sales,1952,60,24,6.44
M_0769,Customer Support,3033,90,92,3.74
M_0770,Engineering,2868,73,111,6.19
M_0771,Product Management,2821,152,53,6.89
M_0772,Engineering,2573,114,92,5.12
M_0773,HR,2465,67,93,6.83
M_0774,Customer Support,4649,125,150,4.26
M_0775,Engineering,3565,195,60,5.7
M_0776,Sales,3150,156,63,7.41
M_0777,Customer Support,2600,120,28,4.59
M_0778,Customer Support,3406,123,119,3.59
M_0779,Operations,2966,90,105,3.66
M_0780,Operations,2523,149,73,6.95
M_0781,Finance,2226,115,45,4.89
M_0782,Sales,2427,77,29,5.81
M_0783,Sales,150,8,4,5.03
M_0784,Engineering,2689,135,85,5.94
M_0785,Legal,2060,65,76,3.89
M_0786,Finance,3933,145,125,4.66
M_0787,HR,2517,69,87,5.17
M_0788,Marketing,1429,34,46,4.27
M_0789,R&D,2455,120,71,5.06
M_0790,Engineering,1558,47,35,6.2
M_0791,Finance,2926,154,108,5.5
M_0792,Marketing,2761,165,81,5.68
M_0793,Operations,3362,77,73,5.18
M_0794,Engineering,1788,69,22,4.95
M_0795,Product Management,2530,131,47,6.93
M_0796,R&D,1271,65,33,4.6
M_0797,Finance,3131,157,57,5.49
M_0798,Operations,2966,100,49,5.26
M_0799,R&D,2946,112,76,5.93
M_0800,Operations,2501,109,37,6.17
M_0801,Engineering,2873,169,97,5.22
M_0802,Finance,3943,130,96,5.32
M_0803,Finance,2243,127,61,5.56
M_0804,HR,2624,80,37,3.35
M_0805,Customer Support,1522,90,30,3.79
M_0806,R&D,1718,80,38,4.76
M_0807,R&D,2588,99,88,4.59
M_0808,Marketing,3493,155,115,4.36
M_0809,Engineering,2269,70,37,5.75
M_0810,Data Science,2287,70,65,5.02
M_0811,Product Management,2133,52,36,4.9
M_0812,Engineering,2018,49,80,3.84
M_0813,R&D,2765,93,106,4.92
M_0814,Product Management,1152,58,30,3.14
M_0815,Marketing,3652,161,113,5.25
M_0816,Finance,1901,45,64,4.95
M_0817,HR,3149,170,99,5.42
M_0818,Engineering,1357,59,42,3.87
M_0819,Sales,3101,181,120,6.18
M_0820,Customer Support,3104,145,86,4.01
M_0821,Engineering,2845,76,82,4.33
M_0822,Sales,1605,62,56,6.45
M_0823,HR,2724,125,81,6.77
M_0824,Finance,1435,30,45,4.94
M_0825,R&D,2272,46,38,4.38
M_0826,Sales,3426,86,72,5.97
M_0827,Sales,3217,96,46,6.79
M_0828,Customer Support,2513,93,63,5.17
M_0829,Marketing,1622,64,38,7.72
M_0830,Sales,3081,78,122,4.93
M_0831,Marketing,2517,118,71,5.66
M_0832,Engineering,411,18,13,6.36
M_0833,Engineering,3204,101,64,6.3
M_0834,Marketing,2478,50,86,3.46
M_0835,HR,3582,82,101,4.94
M_0836,R&D,1514,54,46,6.24
M_0837,HR,150,3,2,7.38
M_0838,Finance,2751,96,72,5.65
M_0839,Operations,2762,124,80,4.87
M_0840,Engineering,978,40,27,4.33
M_0841,Operations,1619,47,60,6.69
M_0842,Engineering,4979,168,183,5.55
M_0843,IT,2224,99,87,4.38
M_0844,Engineering,3157,171,94,5.08
M_0845,HR,1914,95,74,5.36
M_0846,Engineering,618,26,21,5.52
M_0847,Data Science,2346,80,42,4.44
M_0848,Marketing,2260,78,51,4.86
M_0849,Finance,2140,118,36,4.06
M_0850,Engineering,2396,51,24,5.94
M_0851,Customer Support,2737,162,42,4.75
M_0852,Sales,2364,110,23,6.6
M_0853,Legal,1362,64,43,5.66
M_0854,Sales,2937,63,66,5.94
M_0855,Engineering,745,32,14,5.15
M_0856,Engineering,654,25,21,5.22
M_0857,Marketing,3165,76,110,5.19
M_0858,Finance,2956,91,116,5.91
M_0859,Engineering,2448,136,71,5.51
M_0860,Customer Support,1244,52,29,4.37
M_0861,Marketing,1862,68,35,6.32
M_0862,Marketing,2263,51,37,6.35
M_0863,Marketing,1063,51,17,4.46
M_0864,HR,1834,88,40,6.49
M_0865,Finance,3087,137,122,5.34
M_0866,Engineering,3784,152,37,5.53
M_0867,Engineering,2122,79,33,6.02
M_0868,Product Management,3180,139,49,4.83
M_0869,R&D,777,22,24,5.74
M_0870,HR,3093,178,63,5.07
M_0871,Sales,1776,77,42,4.62
M_0872,Operations,2776,90,40,4.38
M_0873,HR,2277,86,50,5.61
M_0874,Engineering,3688,192,48,4.63
M_0875,Engineering,1713,45,44,6.29
M_0876,Customer Support,3064,97,39,5.65
M_0877,Operations,2248,106,75,6.2
M_0878,Engineering,2357,76,63,5.15
M_0879,Sales,2334,120,74,6.21
M_0880,Sales,1738,43,39,4.68
M_0881,Operations,2487,125,53,6.09
M_0882,Engineering,2443,55,31,5.4
M_0883,Engineering,2717,55,69,5.4
M_0884,Customer Support,2576,144,65,6.12
M_0885,Engineering,3218,139,77,4.71
M_0886,Operations,3331,113,107,4.92
M_0887,Sales,1554,45,54,5.98
M_0888,Engineering,3281,146,106,4.37
M_0889,Sales,1432,57,20,5.87
M_0890,Customer Support,3029,180,86,5.25
M_0891,Product Management,3057,181,37,5.21
M_0892,Product Management,779,35,24,6.19
M_0893,HR,2583,97,55,3.95
M_0894,Operations,2078,82,29,6.15
M_0895,Sales,1817,85,65,6.48
M_0896,Sales,3715,89,105,5.18
M_0897,Legal,1911,63,39,3.95
M_0898,Engineering,1774,40,19,3.45
M_0899,Engineering,2568,58,67,4.33
M_0900,Sales,3117,86,117,6.6
M_0901,Engineering,2372,93,66,5.07
M_0902,Engineering,3549,182,138,6.05
M_0903,Finance,2977,117,41,4.76
M_0904,HR,539,18,14,5.64
M_0905,Legal,2023,47,68,3.89
M_0906,Customer Support,1994,83,51,4.04
M_0907,Sales,2931,90,37,5.86
M_0908,Sales,150,6,4,5.29
M_0909,HR,4794,283,135,4.07
M_0910,Finance,2977,72,94,4.78
M_0911,Sales,2633,75,86,5.8
M_0912,Operations,3563,138,118,6.07
M_0913,HR,4609,270,137,6.04
M_0914,Finance,3283,167,54,6.32
M_0915,Marketing,3353,187,74,6.21
M_0916,Sales,2617,87,87,6.06
M_0917,R&D,2372,141,91,4.23
M_0918,Customer Support,2071,49,25,4.82
M_0919,Engineering,1756,38,45,5.44
M_0920,Product Management,1881,101,36,6.51
M_0921,Marketing,1284,73,21,6.25
M_0922,Legal,2431,57,61,5.38
M_0923,Customer Support,983,24,27,3.81
M_0924,HR,2671,56,27,4.85
M_0925,Engineering,2467,59,82,5.25
M_0926,Sales,2632,74,91,6.74
M_0927,Finance,2030,119,79,5.08
M_0928,Operations,5269,246,81,5.25
M_0929,Sales,3724,190,103,6.65
M_0930,Engineering,1379,70,31,4.38
M_0931,Product Management,2709,112,54,6.5
M_0932,Data Science,1952,101,52,4.55
M_0933,Marketing,1586,69,53,3.74
M_0934,Engineering,1293,42,13,5.23
M_0935,Sales,2888,122,112,7.35
M_0936,Engineering,1886,77,64,5.54
M_0937,R&D,3371,178,109,5.81
M_0938,Engineering,3394,201,111,5.3
M_0939,Finance,3736,136,80,5.03
M_0940,Sales,1732,87,56,4.53
M_0941,Finance,2927,70,63,3.22
M_0942,Operations,3069,156,113,5.3
M_0943,Customer Support,2073,72,31,5.75
M_0944,Sales,1805,38,33,6.1
M_0945,Engineering,3948,136,104,5.58
M_0946,Engineering,2704,120,52,6.52
M_0947,Legal,3072,76,69,4.76
M_0948,Product Management,1760,100,43,5.23
M_0949,Finance,1402,32,50,4.22
M_0950,Finance,1987,113,51,6.93
M_0951,Operations,2388,115,49,5.7
M_0952,Engineering,1542,51,26,4.41
M_0953,R&D,2491,88,55,4.2
M_0954,HR,980,48,24,6.25
M_0955,HR,1491,65,48,4.28
M_0956,Marketing,3103,145,42,7.16
M_0957,Engineering,3043,108,50,2.99
M_0958,Engineering,2147,84,45,6.32
M_0959,Customer Support,1584,94,32,5.32
M_0960,Engineering,1575,44,34,5.16
M_0961,Finance,2164,79,73,4.89
M_0962,Sales,3080,97,60,7.63
M_0963,HR,3335,168,83,5.82
M_0964,Sales,2053,103,58,5.17
M_0965,HR,1461,46,24,3.78
M_0966,Customer Support,2741,63,86,4.65
M_0967,Sales,1758,35,46,5.68
M_0968,Finance,2033,75,47,3.92
M_0969,Marketing,3692,134,126,5.23
M_0970,Operations,3244,193,56,4.96
M_0971,R&D,2642,102,96,5.03
M_0972,Customer Support,1355,40,36,5.16
M_0973,Sales,2690,149,76,7.44
M_0974,Engineering,3456,137,125,5.76
M_0975,Sales,2161,95,74,5.2
M_0976,Finance,3716,88,104,5.25
M_0977,Engineering,3663,129,119,5.08
M_0978,Marketing,3997,230,91,4.5
M_0979,Finance,2774,120,73,5.49
M_0980,Sales,3028,102,35,7.71
M_0981,Customer Support,3772,169,47,4.92
M_0982,Engineering,2902,163,101,3.94
M_0983,Engineering,2048,63,24,5.21
M_0984,Customer Support,2096,84,31,3.94
M_0985,Marketing,2714,158,91,6.23
M_0986,Operations,1338,35,13,5.58
M_0987,Marketing,2371,115,43,5.43
M_0988,Sales,3486,155,95,5.64
M_0989,Customer Support,527,24,14,4.62
M_0990,Customer Support,3881,132,129,4.61
M_0991,Operations,3510,114,88,4.46
M_0992,Sales,2086,98,52,4.73
M_0993,Finance,2989,85,94,5.88
M_0994,HR,2502,92,62,4.81
M_0995,Engineering,3606,99,101,5.13
M_0996,R&D,3384,68,124,5.06
M_0997,Engineering,1239,72,27,5.62
M_0998,IT,3028,112,65,4.22
M_0999,Marketing,2314,136,23,4.36
M_1000,Engineering,2574,65,73,4.5
M_1001,Finance,1844,80,20,5.64
M_1002,Product Management,4073,114,102,4.45
M_1003,Customer Support,3436,177,117,4.5
M_1004,Customer Support,1834,94,48,6.4
M_1005,Operations,1298,31,23,3.59
M_1006,Operations,2152,121,72,4.62
M_1007,Product Management,2891,80,52,6.61
M_1008,Sales,2716,120,86,5.85
M_1009,Marketing,3627,215,102,4.98
M_1010,Sales,3210,177,48,7.29
M_1011,Data Science,3372,196,125,5.25
M_1012,R&D,2794,94,44,4.9
M_1013,Engineering,1249,30,49,5.0
M_1014,Operations,2323,63,23,4.65
M_1015,R&D,3454,138,61,4.41
M_1016,Engineering,2453,126,39,5.26
M_1017,Finance,2952,76,30,4.35
M_1018,R&D,2213,102,70,5.15
M_1019,Engineering,1573,51,48,5.3
M_1020,Operations,2388,80,80,5.68
M_1021,Sales,2778,129,49,7.12
M_1022,R&D,1909,73,44,4.83
M_1023,IT,2287,120,68,5.63
M_1024,R&D,1654,43,38,5.42
M_1025,Marketing,3507,180,108,5.74
M_1026,Product Management,2234,50,64,4.55
M_1027,Product Management,3807,105,51,4.32
M_1028,Sales,3875,179,129,6.36
M_1029,Customer Support,2427,131,76,3.55
M_1030,Engineering,1592,47,47,4.79
M_1031,Finance,622,20,9,3.13
M_1032,Sales,1175,48,21,4.78
M_1033,Engineering,1263,35,27,4.36
M_1034,Engineering,3740,196,68,6.22
M_1035,Operations,2604,132,43,5.89
M_1036,Sales,2850,73,97,5.14
M_1037,Customer Support,501,19,14,5.23
M_1038,Engineering,1421,72,38,5.95
M_1039,Sales,3298,110,55,5.79
M_1040,Finance,2758,125,103,3.97
M_1041,Customer Support,2367,52,37,4.51
M_1042,Sales,3008,133,101,5.78
M_1043,Operations,3972,103,154,3.89
M_1044,Legal,2301,122,73,4.96
M_1045,Operations,2562,87,101,5.17
M_1046,Sales,2673,83,78,6.18
M_1047,Engineering,4652,249,76,5.6
M_1048,Product Management,610,13,9,5.65
M_1049,Engineering,3114,111,61,5.02
M_1050,Product Management,2396,83,24,5.41
M_1051,Marketing,3010,94,91,4.93
M_1052,R&D,1908,107,34,4.92
M_1053,Customer Support,2455,122,84,5.73
M_1054,Data Science,3140,70,65,3.38
M_1055,HR,5301,257,129,5.94
M_1056,Customer Support,3227,132,125,4.16
M_1057,HR,1736,97,29,4.79
M_1058,Marketing,2118,68,67,5.47
M_1059,Operations,2091,89,68,3.91
M_1060,Product Management,883,35,14,4.59
M_1061,Data Science,2202,87,55,4.47
M_1062,Customer Support,3159,120,64,4.6
M_1063,HR,1353,38,44,4.31
M_1064,HR,3443,172,98,6.5
M_1065,Customer Support,2938,111,71,6.05
M_1066,Sales,1839,107,61,4.18
M_1067,Engineering,2372,72,40,5.57
M_1068,HR,3938,186,128,5.83
M_1069,Sales,3160,182,113,6.5
M_1070,Sales,2507,116,91,5.26
M_1071,Sales,2286,125,76,5.77
M_1072,Engineering,2568,136,57,4.71
M_1073,Engineering,2039,70,80,4.61
M_1074,Data Science,605,26,12,4.26
M_1075,HR,4337,113,126,4.88
M_1076,HR,2639,109,39,4.06
M_1077,Operations,2858,83,112,4.74
M_1078,Sales,2447,121,76,4.81
M_1079,R&D,1838,75,59,5.25
M_1080,Customer Support,2332,84,27,4.32
M_1081,Engineering,1060,32,34,5.21
M_1082,HR,4549,272,151,6.13
M_1083,Product Management,1388,31,41,6.2
M_1084,R&D,1571,34,29,3.01
M_1085,Marketing,2103,60,51,4.59
M_1086,Operations,3659,215,48,5.21
M_1087,Engineering,2513,148,60,5.72
M_1088,Data Science,1387,64,24,3.97
M_1089,Sales,3628,200,74,5.25
M_1090,R&D,3157,90,46,5.24
M_1091,Operations,2984,175,50,5.49
M_1092,Finance,3144,80,38,5.44
M_1093,Marketing,4654,111,174,5.48
M_1094,Sales,4466,109,115,6.05
M_1095,Engineering,1881,80,41,5.36
M_1096,Sales,3961,202,103,6.09
M_1097,Engineering,2844,98,82,5.59
M_1098,Customer Support,2949,174,111,3.15
M_1099,HR,976,36,14,6.46
M_1100,Engineering,2346,61,44,3.31
M_1101,IT,1768,68,69,4.13
M_1102,Legal,3245,153,68,4.57
M_1103,R&D,3463,184,36,5.97
M_1104,Data Science,632,24,9,2.84
M_1105,Engineering,2480,108,26,5.31
M_1106,HR,3509,107,139,5.54
M_1107,Customer Support,2331,106,42,5.58
M_1108,Operations,3156,187,119,4.66
M_1109,Engineering,2816,61,112,4.58
M_1110,Customer Support,2807,155,78,4.4
M_1111,Sales,2255,95,24,5.75
M_1112,Sales,1405,42,17,5.01
M_1113,Finance,1490,86,36,4.62
M_1114,Finance,3138,123,69,5.52
M_1115,Finance,2517,83,70,5.16
M_1116,Engineering,2375,64,55,5.43
M_1117,Product Management,2118,63,80,5.09
M_1118,Sales,2225,118,57,6.71
M_1119,Engineering,3442,153,106,5.84
M_1120,Legal,2198,124,81,3.42
M_1121,IT,1293,37,18,4.46
M_1122,Product Management,3169,78,53,4.89
M_1123,Customer Support,2315,46,30,4.65
M_1124,Operations,2528,101,35,4.73
M_1125,Finance,3946,236,100,6.07
M_1126,Engineering,2481,118,48,6.87
M_1127,HR,2760,89,62,5.25
M_1128,HR,1438,79,56,5.23
M_1129,Sales,2302,118,33,6.96
M_1130,Customer Support,3048,62,79,3.18
M_1131,Marketing,1100,57,14,5.68
M_1132,Engineering,2680,85,52,5.91
M_1133,Sales,2590,67,66,5.16
M_1134,Operations,2537,73,97,3.92
M_1135,Engineering,3433,133,74,5.02
M_1136,Product Management,2800,103,33,5.2
M_1137,Marketing,3830,120,82,4.59
M_1138,Marketing,1605,43,23,7.14
M_1139,Finance,2622,132,44,4.95
M_1140,Customer Support,2576,153,73,4.04
M_1141,Sales,1537,78,18,6.11
M_1142,Operations,3360,106,80,5.8
M_1143,Finance,4592,136,129,5.03
M_1144,Sales,2484,71,56,6.27
M_1145,Product Management,2954,75,31,4.45
M_1146,Customer Support,2576,108,101,5.72
M_1147,Operations,1857,82,39,5.68
M_1148,Product Management,861,41,28,5.99
M_1149,Product Management,1864,87,36,5.57
M_1150,Operations,1247,39,30,5.73
M_1151,Product Management,4033,133,87,4.42
M_1152,Operations,2396,113,48,4.88
M_1153,Operations,2188,74,23,6.31
M_1154,Operations,3300,94,68,6.33
M_1155,Customer Support,1490,52,54,3.74
M_1156,Engineering,1809,55,55,5.2
M_1157,Legal,2561,60,36,4.27
M_1158,Product Management,3425,182,94,4.7
M_1159,Engineering,2951,159,108,5.4
M_1160,Customer Support,2723,78,84,5.42
M_1161,Engineering,2570,58,37,5.44
M_1162,Sales,2860,141,103,5.61
M_1163,Customer Support,2681,76,51,5.06
M_1164,Engineering,1573,56,37,4.83
M_1165,Customer Support,2541,57,65,4.87
M_1166,Product Management,1533,44,54,6.05
M_1167,Marketing,2572,133,97,3.65
M_1168,Engineering,2067,107,78,5.78
M_1169,Sales,4785,135,48,4.54
M_1170,Operations,2464,82,92,5.94
M_1171,Data Science,1236,31,14,4.63
M_1172,Operations,2379,54,42,4.08
M_1173,Sales,2967,177,75,6.78
M_1174,Operations,4006,185,97,5.51
M_1175,Finance,1969,82,55,4.34
M_1176,Customer Support,1075,54,26,3.92
M_1177,Engineering,3235,173,123,5.0
M_1178,Customer Support,1257,65,21,4.04
M_1179,Finance,2107,43,38,4.17
M_1180,IT,2268,62,85,4.99
M_1181,Sales,2437,112,29,5.25
M_1182,Operations,3120,109,88,5.41
M_1183,R&D,1884,111,57,6.48
M_1184,Engineering,2253,105,56,5.1
M_1185,R&D,2487,144,76,5.38
M_1186,Operations,2634,73,39,6.74
M_1187,Engineering,2588,141,92,4.24
M_1188,Sales,2892,95,41,7.06
M_1189,Operations,3259,194,71,6.23
M_1190,Engineering,2853,75,34,5.83
M_1191,Finance,2908,118,76,6.18
M_1192,Sales,1075,55,32,6.25
M_1193,Operations,2545,94,97,4.52
M_1194,Engineering,2931,113,94,5.94
M_1195,Product Management,3156,187,82,6.24
M_1196,IT,1876,69,71,5.87
M_1197,IT,1906,84,46,5.23
M_1198,Customer Support,1983,43,53,4.03
M_1199,Engineering,2982,160,83,5.41
M_1200,Customer Support,3430,157,76,5.51
M_1201,Engineering,2133,77,74,5.83
M_1202,Engineering,3317,68,51,4.71
M_1203,Sales,2611,114,69,6.24
M_1204,Marketing,2388,48,75,4.03
M_1205,Customer Support,2309,46,85,5.17
M_1206,Operations,3171,141,115,4.46
M_1207,Marketing,2793,76,70,5.93
M_1208,Sales,4548,125,133,4.67
M_1209,Data Science,1732,79,37,6.07
M_1210,HR,2966,65,71,5.24
M_1211,Marketing,2023,65,75,4.54
M_1212,Engineering,1717,44,65,5.43
M_1213,Customer Support,2490,107,91,4.22
M_1214,Operations,2623,121,37,5.92
M_1215,Sales,5126,250,181,5.65
M_1216,Engineering,2334,70,89,3.54
M_1217,Operations,1482,34,30,4.24
M_1218,Operations,2745,63,70,4.63
M_1219,Sales,632,23,21,7.05
M_1220,IT,2417,139,64,6.03
M_1221,Engineering,2514,72,100,6.19
M_1222,Marketing,3215,97,76,6.71
M_1223,R&D,3376,81,106,4.5
M_1224,HR,2046,90,69,4.95
M_1225,Operations,2364,111,58,4.9
M_1226,HR,1810,82,64,4.56
M_1227,Sales,1484,80,39,4.37
M_1228,Data Science,2778,109,62,5.16
M_1229,HR,1353,34,17,4.1
M_1230,Legal,2126,67,46,4.56
M_1231,Sales,1604,74,51,7.86
M_1232,Sales,2994,133,112,5.36
M_1233,Engineering,4121,169,72,5.39
M_1234,Operations,1328,62,27,5.99
M_1235,HR,832,37,12,5.52
M_1236,Product Management,2387,131,73,5.48
M_1237,Marketing,2514,109,97,5.0
M_1238,IT,2696,137,78,5.03
M_1239,Engineering,2098,62,59,4.25
M_1240,Product Management,2319,109,61,5.88
M_1241,Customer Support,2830,158,35,3.72
M_1242,Customer Support,3436,121,109,5.35
M_1243,Product Management,740,37,20,4.11
M_1244,Customer Support,2167,106,64,5.49
M_1245,Operations,2692,60,99,4.57
M_1246,Engineering,1673,72,56,4.11
M_1247,Engineering,4058,102,135,5.38
M_1248,R&D,1928,113,72,5.96
M_1249,Operations,2462,129,97,4.78
M_1250,Customer Support,3000,73,82,5.1
M_1251,Marketing,1967,48,26,3.45
M_1252,Engineering,838,36,19,4.15
M_1253,Engineering,2114,71,71,6.03
M_1254,Operations,3426,73,37,4.93
M_1255,Marketing,2196,91,25,4.0
M_1256,Sales,1738,61,20,5.38
M_1257,Marketing,3333,80,106,4.39
M_1258,Engineering,2202,114,55,5.14
M_1259,Finance,2040,115,42,5.06
M_1260,Sales,2634,132,34,6.34
M_1261,Customer Support,3193,168,102,4.74
M_1262,Sales,4643,133,91,7.1
M_1263,Marketing,3244,99,58,5.74
M_1264,Engineering,3543,100,104,5.35
M_1265,Engineering,2044,103,54,6.17
M_1266,HR,1576,91,32,5.06
M_1267,Marketing,2556,124,74,4.4
M_1268,Finance,2596,143,47,6.34
M_1269,Sales,1529,69,51,6.01
M_1270,Operations,2342,83,39,5.3
M_1271,Product Management,2859,105,42,4.71
M_1272,Customer Support,2824,64,94,4.05
M_1273,Engineering,2953,62,92,5.58
M_1274,Marketing,2761,132,42,6.42
M_1275,Engineering,2043,76,27,5.87
M_1276,Sales,2037,85,71,6.56
M_1277,Data Science,1420,60,47,5.55
M_1278,Engineering,4106,127,81,5.22
M_1279,Marketing,2512,98,74,5.2
M_1280,Operations,2297,89,31,6.22
M_1281,Operations,1664,59,41,4.81
M_1282,Finance,5142,271,54,5.72
M_1283,Engineering,1534,58,33,4.52
M_1284,Sales,2114,93,25,5.51
M_1285,Marketing,2874,160,69,5.38
M_1286,Engineering,3040,166,68,4.68
M_1287,HR,3362,186,78,5.96
M_1288,Engineering,4126,127,46,4.12
M_1289,Engineering,2955,63,61,5.09
M_1290,HR,1549,47,50,5.09
M_1291,Engineering,2268,70,47,3.65
M_1292,Finance,2777,156,87,4.9
M_1293,Operations,4361,200,91,5.45
M_1294,Customer Support,1241,28,28,4.92
M_1295,Sales,3582,91,96,5.55
M_1296,Engineering,2661,69,102,5.42
M_1297,Engineering,3254,147,43,5.23
M_1298,Operations,2408,118,26,5.39
M_1299,Operations,1741,94,49,5.46
M_1300,Engineering,3175,182,122,5.93
M_1301,R&D,3088,86,122,4.34
M_1302,Engineering,3374,109,82,4.69
M_1303,Finance,2488,73,59,4.52
M_1304,Operations,1960,67,57,4.79
M_1305,Product Management,1097,62,29,6.44
M_1306,Customer Support,3237,139,93,5.15
M_1307,Customer Support,2881,142,104,3.89
M_1308,Sales,1630,64,52,5.28
M_1309,Customer Support,2015,42,50,4.84
M_1310,Engineering,2079,46,49,4.26
M_1311,Legal,1165,48,34,4.09
M_1312,Finance,1764,85,41,6.33
M_1313,Customer Support,1479,42,35,4.19
M_1314,Marketing,2128,104,22,6.46
M_1315,Operations,1835,96,27,6.38
M_1316,Marketing,1035,37,25,4.76
M_1317,Customer Support,4320,215,149,4.09
M_1318,Engineering,3627,131,66,4.96
M_1319,Engineering,1798,84,46,4.34
M_1320,Sales,2745,138,55,6.21
M_1321,Engineering,2875,171,37,5.3
M_1322,Product Management,3571,120,138,5.24
M_1323,Sales,1763,64,62,7.05
M_1324,IT,3482,92,43,5.79
M_1325,Sales,2006,56,63,6.16
M_1326,Engineering,1297,61,26,3.7
M_1327,Customer Support,3151,178,125,5.08
M_1328,Operations,3661,131,69,6.55
M_1329,Marketing,4829,131,82,2.83
M_1330,Finance,1420,44,38,5.59
M_1331,Customer Support,3129,119,109,4.51
M_1332,Sales,2131,67,33,5.15
M_1333,Data Science,3205,94,100,5.62
M_1334,IT,1176,58,13,6.75
M_1335,Operations,1363,27,51,5.44
M_1336,Engineering,1801,74,22,4.99
M_1337,Operations,2571,133,96,4.39
M_1338,Engineering,1923,58,47,5.17
M_1339,Engineering,3093,136,72,5.91
M_1340,Sales,3424,160,134,5.48
M_1341,Marketing,3039,140,120,5.08
M_1342,Product Management,3956,149,116,7.34
M_1343,Customer Support,2874,97,39,5.58
M_1344,Customer Support,1404,75,35,5.71
M_1345,HR,3727,187,96,4.08
M_1346,Sales,1955,64,49,5.19
M_1347,HR,3319,80,89,5.03
M_1348,Data Science,3916,89,41,4.32
M_1349,Engineering,2911,69,91,6.2
M_1350,Product Management,1153,49,36,6.24
M_1351,Finance,1673,36,22,4.66
M_1352,Marketing,3690,123,100,6.81
M_1353,Customer Support,2347,117,63,4.81
M_1354,Marketing,2571,81,78,7.44
M_1355,Product Management,3182,160,39,5.5
M_1356,Legal,3126,155,90,5.1
M_1357,HR,2750,82,50,6.24
M_1358,Sales,2312,113,58,7.2
M_1359,Finance,2218,110,73,5.58
M_1360,R&D,3272,117,101,4.94
M_1361,Sales,2998,85,40,6.4
M_1362,Operations,2268,92,62,4.48
M_1363,Operations,3473,197,135,5.3
